지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi)
133,대전,2017-06-13,21.7,17.3,531,27.6,1636
133,대전,2017-06-14,22,15.1,528,28.4,1503
133,대전,2017-06-15,23.1,16.8,535,29.6,1611
133,대전,2017-06-16,25.3,18.1,529,32.8,1441
133,대전,2017-06-17,24.7,16.8,543,32.3,1623
133,대전,2017-06-18,25.3,17.1,544,33.8,1609
133,대전,2017-06-19,26.1,18.3,519,33.4,1534
133,대전,2017-06-20,25.4,19.6,546,31.3,1358
133,대전,2017-06-21,24.8,20.2,526,30.4,1420
133,대전,2017-06-22,25.3,18.6,536,32.9,1545
133,대전,2017-06-23,27.4,20.1,542,34.8,1320
133,대전,2017-06-24,24.5,20.4,2359,33.5,1308
133,대전,2017-06-25,25,20,102,29.9,1638
133,대전,2017-06-26,23.9,20.7,522,29.2,1246
133,대전,2017-06-27,24.6,20.7,136,29.2,1542
133,대전,2017-06-28,25.3,21,308,31.6,1540
133,대전,2017-06-29,26.1,21.6,514,31.1,1412
133,대전,2017-06-30,26.9,22.8,327,32.2,1449
133,대전,2017-07-01,24.1,22.6,514,25.1,1
133,대전,2017-07-02,25.7,24.2,440,27.6,1333
133,대전,2017-07-03,25.3,24.4,555,27.9,1521
133,대전,2017-07-04,25.9,24.1,1010,28.4,1433
133,대전,2017-07-05,27.8,23.7,532,32.6,1644
133,대전,2017-07-06,26,23.5,2118,31.8,1402
133,대전,2017-07-07,26.7,23.5,52,29.5,1546
133,대전,2017-07-08,26.1,22.6,811,29.1,1623
133,대전,2017-07-09,26.7,22.5,1944,32.4,1348
133,대전,2017-07-10,25.8,23.3,1,28.7,1452
133,대전,2017-07-11,26.5,23.2,624,31,1534
133,대전,2017-07-12,27.9,24.2,512,32.4,1709
133,대전,2017-07-13,27.9,22.8,543,32.9,1625
133,대전,2017-07-14,27.6,24.4,235,34,1245
133,대전,2017-07-15,25.2,23.1,706,26.7,1153
133,대전,2017-07-16,27.4,25.3,23,29.8,1421
133,대전,2017-07-17,25.6,23,2120,29.1,1044
133,대전,2017-07-18,25.7,22.9,408,28.7,1525
133,대전,2017-07-19,28,24.5,535,32.8,1634
133,대전,2017-07-20,29.5,25.3,552,33.9,1617
133,대전,2017-07-21,30.1,26.8,604,33.7,1544
133,대전,2017-07-22,29.7,27.6,547,32.8,1544
133,대전,2017-07-23,27.9,26.4,1108,29.7,1721
133,대전,2017-07-24,28.8,27.5,500,30.7,1143
133,대전,2017-07-25,28.5,25.3,2347,33.1,1501
133,대전,2017-07-26,27.6,23.6,514,31.8,1343
133,대전,2017-07-27,28,22.3,555,33.1,1502
133,대전,2017-07-28,28.5,25.7,604,31.9,1436
133,대전,2017-07-29,27.2,24.8,2356,31.3,1326
133,대전,2017-07-30,27.9,24,444,31.8,1608
133,대전,2017-07-31,25.1,23.5,2227,27.3,1
133,대전,2017-08-01,26.7,22.3,808,31.9,1526
133,대전,2017-08-02,29.4,25.1,520,34.1,1425
133,대전,2017-08-03,28.6,24.3,619,32.5,1506
133,대전,2017-08-04,29.9,24.5,538,34.4,1528
133,대전,2017-08-05,31.8,27.1,521,35.9,1500
133,대전,2017-08-06,31.1,27.8,2349,35.6,1523
133,대전,2017-08-07,29.4,25.6,529,34.2,1501
133,대전,2017-08-08,28.1,25,354,31.9,1432
133,대전,2017-08-09,24.3,22.3,816,27.4,1
133,대전,2017-08-10,26.4,24.2,218,31.2,1615
133,대전,2017-08-11,27.1,24.1,532,32.5,1302
133,대전,2017-08-12,27.2,23.1,454,31.5,1411
133,대전,2017-08-13,24.6,22.8,2350,26.5,1340
133,대전,2017-08-14,22.4,21,935,25.3,1401
133,대전,2017-08-15,22.9,21.3,430,24,1843
133,대전,2017-08-16,25,22.7,625,29.1,1554
133,대전,2017-08-17,25.7,22.9,559,30.1,1622
133,대전,2017-08-18,26.1,23,434,30.4,1631
133,대전,2017-08-19,25.1,23,441,30.4,1223
133,대전,2017-08-20,25.9,23.3,603,29.7,1348
133,대전,2017-08-21,24.7,23.1,445,27.5,1256
133,대전,2017-08-22,27.4,24,120,31.1,1453
133,대전,2017-08-23,28.9,25.7,508,32.2,1447
133,대전,2017-08-24,27.5,25.1,1921,29.8,1013
133,대전,2017-08-25,26.1,21.8,2357,31.3,1514
133,대전,2017-08-26,23.3,18.8,600,29.4,1444
133,대전,2017-08-27,24,18,505,30.4,1450
133,대전,2017-08-28,24.8,19.7,609,28.6,1232
133,대전,2017-08-29,21,18,2343,26.3,1344
133,대전,2017-08-30,18.1,16,610,20.6,1714
133,대전,2017-08-31,21.5,16,507,27.3,1528
133,대전,2017-09-01,22.1,16.6,609,28,1518
133,대전,2017-09-02,21.4,16.7,602,26.2,1232
133,대전,2017-09-03,22.2,16,556,28.6,1502
133,대전,2017-09-04,22.4,17.3,408,28,1403
133,대전,2017-09-05,21.2,19.2,603,23.3,1237
133,대전,2017-09-06,20.9,18.4,2354,23.1,1341
133,대전,2017-09-07,21.9,18.3,10,27.1,1421
133,대전,2017-09-08,22.7,18.5,438,28.3,1627
133,대전,2017-09-09,22.4,17.7,500,27.8,1449
133,대전,2017-09-10,22.7,18.5,550,26.5,1313
133,대전,2017-09-11,20.4,18.1,444,22.8,1
133,대전,2017-09-12,21.9,17.6,615,28.2,1419
133,대전,2017-09-13,20.1,14.3,615,27.4,1525
133,대전,2017-09-14,20.9,13.9,523,27.5,1447
133,대전,2017-09-15,21.7,18.6,636,26.1,1240
133,대전,2017-09-16,21.2,18.6,653,24.3,1558
133,대전,2017-09-17,21.5,16.7,521,27.7,1452
133,대전,2017-09-18,21.3,16.3,627,26.7,1456
133,대전,2017-09-19,22.8,17.9,601,27.2,1508
133,대전,2017-09-20,20,15.4,2345,25,1534
133,대전,2017-09-21,18.7,12.1,633,25.9,1527
133,대전,2017-09-22,20.2,14.4,640,26.6,1609
133,대전,2017-09-23,20.4,15.5,529,26.4,1542
133,대전,2017-09-24,22.4,18.7,322,27.2,1351
133,대전,2017-09-25,23.1,19,430,28.8,1436
133,대전,2017-09-26,23.5,17.3,648,29.2,1357
133,대전,2017-09-27,19.3,16.7,729,23.2,1
133,대전,2017-09-28,20.1,15.8,2347,24.8,1334
133,대전,2017-09-29,15.8,10.5,626,21.6,1506
133,대전,2017-09-30,17.5,9.8,557,25.9,1509
133,대전,2017-10-01,15.6,13.5,540,18.2,1344
133,대전,2017-10-02,19.1,15.9,1,23.4,1601
133,대전,2017-10-03,18,14.6,701,22.9,1419
133,대전,2017-10-04,17.5,11.8,603,23.3,1437
133,대전,2017-10-05,18,15.5,415,21.3,1139
133,대전,2017-10-06,16.9,15,437,18.6,1502
133,대전,2017-10-07,19.9,16.9,639,24.8,1604
133,대전,2017-10-08,20.8,16.5,524,27,1357
133,대전,2017-10-09,21.6,17.6,323,26.1,1636
133,대전,2017-10-10,22.3,17.9,633,26.1,1638
133,대전,2017-10-11,17.5,13.4,2354,22.1,1
133,대전,2017-10-12,12.1,9.4,2400,13.4,1
133,대전,2017-10-13,11.6,5.8,653,18.2,1422
133,대전,2017-10-14,13.5,8.4,654,18.9,1353
133,대전,2017-10-15,15,9.7,635,19.9,1414
133,대전,2017-10-16,16,12.6,2354,21,1404
133,대전,2017-10-17,15.7,9.2,651,22.6,1449
133,대전,2017-10-18,16.3,14.8,706,19.5,1141
133,대전,2017-10-19,16.1,11.4,704,21.4,1249
133,대전,2017-10-20,16.1,11.1,635,22.8,1510
133,대전,2017-10-21,15.7,9.8,700,22.6,1421
133,대전,2017-10-22,15.7,10,636,22.5,1408
133,대전,2017-10-23,13,9.1,716,18.7,1537
133,대전,2017-10-24,12.4,6.9,623,19.3,1455
133,대전,2017-10-25,12.4,6.6,559,19.7,1451
133,대전,2017-10-26,12.8,7.8,720,18.7,1506
133,대전,2017-10-27,14.3,11.2,2354,19.5,1409
133,대전,2017-10-28,15.5,9.2,637,23.1,1358
133,대전,2017-10-29,11.6,5.6,2350,18.2,1358
133,대전,2017-10-30,7,1.4,648,13.8,1438
133,대전,2017-10-31,8.8,.4,710,17.2,1530
133,대전,2017-11-01,13.1,7.3,449,19,1431
133,대전,2017-11-02,13.9,10.9,648,19.1,1459
133,대전,2017-11-03,11.3,7.6,2358,17.6,1516
133,대전,2017-11-04,7.7,3.2,715,13.9,1516
133,대전,2017-11-05,7.3,.9,720,14.7,1513
133,대전,2017-11-06,9.2,1.7,718,17.1,1504
133,대전,2017-11-07,13.5,5.6,550,20.8,1505
133,대전,2017-11-08,13.8,7,2359,18.9,1415
133,대전,2017-11-09,8.7,2.4,641,16.8,1455
133,대전,2017-11-10,9.9,3.4,712,18.9,1333
133,대전,2017-11-11,6,2,2352,12.1,1425
133,대전,2017-11-12,5.4,-.9,707,13.4,1525
133,대전,2017-11-13,7.3,.7,340,12.2,1541
133,대전,2017-11-14,8.8,4.3,2358,13.9,1348
133,대전,2017-11-15,5.7,2.5,2353,10.3,1231
133,대전,2017-11-16,2.6,-2.3,603,8.9,1510
133,대전,2017-11-17,4.7,-2.5,659,9.4,2232
133,대전,2017-11-18,.9,-3.7,2334,7.4,1
133,대전,2017-11-19,-.4,-5.8,718,3.7,1523
133,대전,2017-11-20,3.7,-2,727,9.1,1412
133,대전,2017-11-21,2.5,-2.8,734,9.9,1416
133,대전,2017-11-22,4.7,-.7,121,10.1,1531
133,대전,2017-11-23,1.1,-2.4,655,6,1428
133,대전,2017-11-24,.9,-1.2,2240,3.7,1312
133,대전,2017-11-25,6.1,-1.6,407,11.2,1523
133,대전,2017-11-26,7.1,1.1,2353,11.1,1432
133,대전,2017-11-27,3.1,-2.4,707,10.4,1530
133,대전,2017-11-28,5.8,.2,705,12.8,1420
133,대전,2017-11-29,6.4,1.7,2352,10.7,1204
133,대전,2017-11-30,-.3,-3.8,2240,5,1518
133,대전,2017-12-01,-.6,-6.5,736,4.4,1451
133,대전,2017-12-02,2,-2.5,721,7.6,1446
133,대전,2017-12-03,5.6,-1.1,248,12.8,1305
133,대전,2017-12-04,2.3,-2.5,2255,5.9,1
133,대전,2017-12-05,-3.2,-7.6,707,1.8,1403
133,대전,2017-12-06,1.5,-4.7,4,7,1441
133,대전,2017-12-07,3.2,-.5,2358,7.5,1409
133,대전,2017-12-08,-1.7,-4.1,513,2.6,1443
133,대전,2017-12-09,1.2,-1.6,1,4.8,1216
133,대전,2017-12-10,3.1,-1,130,8.1,1524
133,대전,2017-12-11,-4.2,-8.2,2356,0,1
133,대전,2017-12-12,-6.9,-11.4,655,-2,1407
133,대전,2017-12-13,-5.9,-9.9,515,.5,1431
133,대전,2017-12-14,-4.9,-11,726,.8,1453
133,대전,2017-12-15,-1.3,-8.1,649,3.6,1449
133,대전,2017-12-16,-2.1,-5.7,2355,2.1,1
133,대전,2017-12-17,-5.1,-9.4,754,.4,1526
133,대전,2017-12-18,1,-6.4,40,7,1514
133,대전,2017-12-19,-2.1,-5.7,2259,3.6,14
133,대전,2017-12-20,-1.3,-8.3,706,5.6,1407
133,대전,2017-12-21,-.6,-3.9,756,4.5,1526
133,대전,2017-12-22,1.9,-3.9,153,9.1,1439
133,대전,2017-12-23,3.9,-1.1,521,11.5,1459
133,대전,2017-12-24,3.2,.7,2337,6,1341
133,대전,2017-12-25,-.2,-2.8,739,3.2,1402
133,대전,2017-12-26,-1.1,-5.1,2350,3.4,1404
133,대전,2017-12-27,-5.1,-9,723,.5,1607
133,대전,2017-12-28,-1.6,-6.9,18,3,1410
133,대전,2017-12-29,2.9,-.5,1,6.2,1535
133,대전,2017-12-30,3.5,.1,225,7.6,1254
133,대전,2017-12-31,1.3,-2.2,2352,5.6,1358
133,대전,2018-01-01,-.7,-5.3,807,4.9,1459
133,대전,2018-01-02,-1,-4.7,721,4.1,1348
133,대전,2018-01-03,-2.4,-6,713,2.7,1437
133,대전,2018-01-04,-2.9,-6.3,808,-.2,1346
133,대전,2018-01-05,-.9,-3.7,828,3.9,1501
133,대전,2018-01-06,-.7,-5,801,5.6,1522
133,대전,2018-01-07,-1.4,-6.6,704,2.2,1546
133,대전,2018-01-08,1.5,-.1,2359,2.6,1504
133,대전,2018-01-09,-1.5,-3.6,752,.7,1532
133,대전,2018-01-10,-5.1,-9,2312,-1,114
133,대전,2018-01-11,-9.3,-12.6,736,-4.9,1333
133,대전,2018-01-12,-8.4,-13.7,728,-3.9,1525
133,대전,2018-01-13,-2.2,-6.4,440,4.3,1516
133,대전,2018-01-14,-.4,-7.3,646,7,1458
133,대전,2018-01-15,5.5,.8,8,11,1303
133,대전,2018-01-16,3.6,.2,240,7.4,1500
133,대전,2018-01-17,4.2,2.5,655,6,1545
133,대전,2018-01-18,3.7,-.1,2334,7.1,1358
133,대전,2018-01-19,.3,-3.6,746,5.8,1523
133,대전,2018-01-20,.8,-4.8,712,7.9,1514
133,대전,2018-01-21,1.1,-4,756,6.5,1417
133,대전,2018-01-22,3,-.4,2346,8.3,1507
133,대전,2018-01-23,-7.3,-11.4,2326,-.4,1
133,대전,2018-01-24,-11.7,-15.4,644,-7.2,1435
133,대전,2018-01-25,-10.9,-16.3,737,-5.6,1418
133,대전,2018-01-26,-11.8,-16.2,741,-5.1,1501
133,대전,2018-01-27,-8.5,-15.6,800,-1.1,1546
133,대전,2018-01-28,-3.5,-7.1,2356,1.6,1354
133,대전,2018-01-29,-6.8,-9.5,811,-2.5,1504
133,대전,2018-01-30,-4.4,-11.7,741,1.7,1431
133,대전,2018-01-31,-.1,-3.4,242,3.8,1356
133,대전,2018-02-01,-2.1,-6.6,754,4.1,1513
133,대전,2018-02-02,-2.7,-9,734,4.5,1550
133,대전,2018-02-03,-4.7,-8.2,2348,-1.4,1428
133,대전,2018-02-04,-7.3,-11.2,817,-2.5,1435
133,대전,2018-02-05,-8.1,-12.5,644,-2.4,1339
133,대전,2018-02-06,-8.2,-13.2,753,-3.2,1415
133,대전,2018-02-07,-7.3,-13.9,719,0,1624
133,대전,2018-02-08,-3.8,-11.2,726,4.5,1511
133,대전,2018-02-09,1.4,-5.7,141,9,1510
133,대전,2018-02-10,.5,-5.2,2358,6.8,1349
133,대전,2018-02-11,-3.7,-7.7,751,.6,1348
133,대전,2018-02-12,-4.8,-9.5,724,-.4,1424
133,대전,2018-02-13,-.8,-6.7,725,4.4,1605
133,대전,2018-02-14,5.6,-.8,10,11.6,1256
133,대전,2018-02-15,.8,-3.2,2342,7.2,1542
133,대전,2018-02-16,.4,-5.2,743,7.5,1538
133,대전,2018-02-17,-1.1,-4.9,707,4.1,1553
133,대전,2018-02-18,-.1,-3.7,438,4.3,1546
133,대전,2018-02-19,2.5,-3.4,739,8.8,1442
133,대전,2018-02-20,1.9,-3.3,612,8.1,1415
133,대전,2018-02-21,-.1,-3.8,730,5.4,1344
133,대전,2018-02-22,.5,-7.3,736,7.6,1347
133,대전,2018-02-23,5.5,.2,1,10,1504
133,대전,2018-02-24,6,.7,2354,11.8,1438
133,대전,2018-02-25,4,-.6,727,11.1,1514
133,대전,2018-02-26,4,-4.2,646,13,1509
133,대전,2018-02-27,6.3,-1.9,725,13.1,1324
133,대전,2018-02-28,5.3,1.4,2027,9.9,1154
133,대전,2018-03-01,2,-3.2,2356,4.8,1128
133,대전,2018-03-02,1.1,-6.2,640,8.7,1527
133,대전,2018-03-03,8.6,-1.7,711,18.7,1526
133,대전,2018-03-04,15.1,9.5,550,23.1,1532
133,대전,2018-03-05,6.6,3.3,2359,14.5,1
133,대전,2018-03-06,5.6,-.4,706,12.5,1615
133,대전,2018-03-07,6.1,3.2,2350,10.2,1424
133,대전,2018-03-08,2.9,.6,628,6.2,1643
133,대전,2018-03-09,3.3,.5,2355,6.4,1633
133,대전,2018-03-10,4.1,-1.2,654,11.5,1538
133,대전,2018-03-11,7.7,2.2,13,14.8,1547
133,대전,2018-03-12,8.6,.1,629,17.6,1457
133,대전,2018-03-13,12.4,2.9,528,20.8,1453
133,대전,2018-03-14,16.3,7.9,707,24.2,1546
133,대전,2018-03-15,13.7,10.6,2346,15.8,1413
133,대전,2018-03-16,6.6,3.1,2350,10.8,7
133,대전,2018-03-17,7.6,.4,643,14.8,1618
133,대전,2018-03-18,7.8,3,643,11.4,1524
133,대전,2018-03-19,8.3,5.5,2358,11.1,1217
133,대전,2018-03-20,5.9,2.8,2344,10.3,1253
133,대전,2018-03-21,1.2,-.3,629,2.9,7
133,대전,2018-03-22,5.2,.5,226,12.2,1606
133,대전,2018-03-23,6.3,-1,645,13.9,1609
133,대전,2018-03-24,8.4,1.7,647,15.1,1533
133,대전,2018-03-25,10.9,4.4,451,19.5,1619
133,대전,2018-03-26,12.4,3.9,647,20.5,1623
133,대전,2018-03-27,13.9,6.3,647,21.5,1445
133,대전,2018-03-28,15.1,8.3,637,22,1346
133,대전,2018-03-29,16,10.7,411,21.5,1544
133,대전,2018-03-30,15.6,10.4,542,21.6,1508
133,대전,2018-03-31,15.9,9.2,652,23.1,1504
133,대전,2018-04-01,16,10.3,610,20.6,1523
133,대전,2018-04-02,18.3,11.5,619,25.1,1432
133,대전,2018-04-03,19.1,13.2,404,25.7,1505
133,대전,2018-04-04,13.2,9.4,2357,18.2,30
133,대전,2018-04-05,8.2,7.4,2359,9.4,1
133,대전,2018-04-06,7.8,3.5,2342,13.4,1330
133,대전,2018-04-07,5,2.6,540,9.4,1417
133,대전,2018-04-08,8.2,.8,429,13.4,1617
133,대전,2018-04-09,11.9,5.5,624,18.7,1512
133,대전,2018-04-10,16.2,5.3,601,24.2,1434
133,대전,2018-04-11,15.6,10.5,2229,21.4,1432
133,대전,2018-04-12,13.9,6,607,22.2,1544
133,대전,2018-04-13,13.2,5.9,608,18.6,1521
133,대전,2018-04-14,9,7.2,710,13,1
133,대전,2018-04-15,10.2,5.8,551,16.5,1525
133,대전,2018-04-16,11.6,3.3,602,18.9,1625
133,대전,2018-04-17,14.1,8.1,542,20.8,1450
133,대전,2018-04-18,13.6,6,609,22,1559
133,대전,2018-04-19,14.6,5.1,619,23.3,1501
133,대전,2018-04-20,19.2,9.1,617,29.9,1549
133,대전,2018-04-21,19.7,11,553,30,1511
133,대전,2018-04-22,16.3,12.9,557,21.6,1547
133,대전,2018-04-23,11.4,10.7,2259,15.1,1
133,대전,2018-04-24,12.1,10.4,554,13.8,1436
133,대전,2018-04-25,14.1,5.4,601,22.5,1609
133,대전,2018-04-26,15.5,7.2,557,23.9,1533
133,대전,2018-04-27,16.2,9.2,617,23.3,1635
133,대전,2018-04-28,15.9,9.6,548,23.1,1542
133,대전,2018-04-29,16.4,6.3,554,25.4,1605
133,대전,2018-04-30,20.3,13.4,429,27,1521
133,대전,2018-05-01,21.5,17.2,557,26.5,1323
133,대전,2018-05-02,17.8,11.3,2312,23.4,1334
133,대전,2018-05-03,12.5,9,507,17.1,1459
133,대전,2018-05-04,15.3,7.8,541,22.3,1416
133,대전,2018-05-05,19.5,12.4,343,25.3,1340
133,대전,2018-05-06,16.3,14.9,705,20,1
133,대전,2018-05-07,17.4,14.8,2347,21.7,1750
133,대전,2018-05-08,16.5,12.7,2358,22.2,1439
133,대전,2018-05-09,16.1,9.4,445,22.5,1641
133,대전,2018-05-10,16.7,11.2,454,23.6,1615
133,대전,2018-05-11,17.3,11.2,237,23.9,1511
133,대전,2018-05-12,15.5,12.6,729,18,1439
133,대전,2018-05-13,17.8,14.9,2354,22.4,1547
133,대전,2018-05-14,19.6,13.6,639,26.6,1515
133,대전,2018-05-15,23.1,15.2,556,29.5,1537
133,대전,2018-05-16,25.3,22.6,302,27.1,1615
133,대전,2018-05-17,26.3,24.6,646,31,1337
133,대전,2018-05-18,20.1,15.7,2346,25,1
133,대전,2018-05-19,17.6,13.9,418,21.5,1513
133,대전,2018-05-20,16.8,10.8,539,22.6,1216
133,대전,2018-05-21,17.5,12.1,517,22.4,1341
133,대전,2018-05-22,18.8,13.8,507,24.9,1245
133,대전,2018-05-23,18.9,14.7,2351,23.6,1423
133,대전,2018-05-24,18.9,10.8,535,26.4,1531
133,대전,2018-05-25,19.6,11.4,531,26.3,1520
133,대전,2018-05-26,21.8,12.9,526,30.5,1553
133,대전,2018-05-27,20.9,17.1,525,26,1430
133,대전,2018-05-28,23,15.5,545,30.5,1528
133,대전,2018-05-29,23.6,18.5,438,28.9,1531
133,대전,2018-05-30,22.4,18.3,2356,27.5,1600
133,대전,2018-05-31,20.9,14.6,525,26.7,1526
133,대전,2018-06-01,23.4,15.9,519,31.1,1526
133,대전,2018-06-02,23.4,15.8,524,31.5,1502
133,대전,2018-06-03,23.6,15.8,533,31.1,1548
133,대전,2018-06-04,23.5,18.1,558,29.3,1501
133,대전,2018-06-05,23.9,19.3,532,28.7,1507
133,대전,2018-06-06,24.6,18.7,524,30.7,1532
133,대전,2018-06-07,24.6,20.5,208,30.6,1647
133,대전,2018-06-08,22.5,19.5,509,27.7,1558
133,대전,2018-06-09,23.1,17.6,546,29,1454
133,대전,2018-06-10,21.6,18.5,405,25.8,1246
133,대전,2018-06-11,20.4,18.1,539,23.7,1307
133,대전,2018-06-12,21.2,18.3,632,25.2,1350
133,대전,2018-06-13,22.8,16.5,532,28.7,1527
133,대전,2018-06-14,22.6,19.1,520,27.9,1508
133,대전,2018-06-15,21.5,17,444,26.4,1602
133,대전,2018-06-16,22.3,15.9,504,28.3,1609
133,대전,2018-06-17,23.5,17.4,511,29.9,1608
133,대전,2018-06-18,25.7,20.3,437,32.2,1532
133,대전,2018-06-19,21.3,19.1,2354,24.7,1028
133,대전,2018-06-20,23.4,18.6,103,29.3,1641
133,대전,2018-06-21,23.7,18.9,442,30.1,1551
133,대전,2018-06-22,25,17.2,512,32.3,1427
133,대전,2018-06-23,24.5,20.1,601,30.4,1522
133,대전,2018-06-24,26.2,19.4,529,33.8,1456
133,대전,2018-06-25,26.6,19.3,518,32.9,1455
133,대전,2018-06-26,24,21.3,843,26.9,1843
133,대전,2018-06-27,25.4,22.9,555,29.9,1605
133,대전,2018-06-28,24.4,23.3,302,26.4,1551
133,대전,2018-06-29,25.5,19.8,154,30.8,1528
133,대전,2018-06-30,24.9,22.5,2342,28.6,1223
133,대전,2018-07-01,22,20.5,542,25.4,1226
133,대전,2018-07-02,22.8,21,551,24.4,1236
133,대전,2018-07-03,25.5,22.4,421,28.6,1148
133,대전,2018-07-04,26.6,23.4,543,30.6,1344
133,대전,2018-07-05,25.5,23.2,2347,30.7,1426
133,대전,2018-07-06,22.2,20.6,2400,24.5,1618
133,대전,2018-07-07,23,18.9,353,27.6,1539
133,대전,2018-07-08,22.3,17.5,528,26,1433
133,대전,2018-07-09,20.5,19.3,952,21.8,1
133,대전,2018-07-10,26.2,20.5,521,31.6,1650
133,대전,2018-07-11,28.4,24.4,519,32.9,1625
133,대전,2018-07-12,29,25.8,545,32.9,1600
133,대전,2018-07-13,28.8,26.1,513,32.5,1625
133,대전,2018-07-14,28.7,25.4,554,32.9,1727
133,대전,2018-07-15,29.4,24.7,546,34.4,1604
133,대전,2018-07-16,29.7,25.7,509,34.3,1526
133,대전,2018-07-17,29,25.4,613,33.5,1549
133,대전,2018-07-18,29,24.8,538,33,1450
133,대전,2018-07-19,29.2,24.8,508,34.7,1546
133,대전,2018-07-20,29.9,23.7,553,35.3,1502
133,대전,2018-07-21,30.8,25.6,540,36.3,1427
133,대전,2018-07-22,30.9,25.6,538,36.5,1536
133,대전,2018-07-23,30.8,26.5,536,35.3,1635
133,대전,2018-07-24,31.3,26.2,511,36.3,1336
133,대전,2018-07-25,30.6,27.5,533,34.4,1520
133,대전,2018-07-26,30.7,26.2,535,35.5,1516
133,대전,2018-07-27,31.2,26.2,521,37.3,1616
133,대전,2018-07-28,29.5,26.4,2331,37.3,1528
133,대전,2018-07-29,30.1,25.5,547,35.4,1605
133,대전,2018-07-30,30.5,26,444,35.8,1542
133,대전,2018-07-31,31.4,25.4,559,37.2,1442
133,대전,2018-08-01,32.9,26.3,549,38.9,1602
133,대전,2018-08-02,33.4,27.6,610,38.6,1406
133,대전,2018-08-03,32.8,27.5,530,37.8,1454
133,대전,2018-08-04,31.3,28,559,35.7,1450
133,대전,2018-08-05,30.6,26.8,310,35,1624
133,대전,2018-08-06,30.8,27,600,35.7,1358
133,대전,2018-08-07,31.5,27.6,539,36.7,1443
133,대전,2018-08-08,31.2,27.9,529,36.4,1508
133,대전,2018-08-09,30.4,26.6,511,35.7,1606
133,대전,2018-08-10,30.9,27.5,629,36.3,1510
133,대전,2018-08-11,30,26.9,533,34.7,1253
133,대전,2018-08-12,30.1,25.9,448,35.3,1440
133,대전,2018-08-13,31.2,26.2,530,38,1556
133,대전,2018-08-14,32.3,27.4,603,38.1,1627
133,대전,2018-08-15,32.9,26.8,559,39.4,1536
133,대전,2018-08-16,30,25.8,2400,36.8,1338
133,대전,2018-08-17,27,23.2,559,32.5,1421
133,대전,2018-08-18,26.7,20.4,612,32.5,1452
133,대전,2018-08-19,28.2,21.4,616,34.7,1645
133,대전,2018-08-20,29.4,24.2,530,35.3,1334
133,대전,2018-08-21,27.7,25.8,2347,30.7,1201
133,대전,2018-08-22,30.8,23.7,524,38.7,1429
133,대전,2018-08-23,28.8,26.4,2356,32,1337
133,대전,2018-08-24,25.2,23.7,2400,26.7,1521
133,대전,2018-08-25,25.1,23.4,534,27.8,1357
133,대전,2018-08-26,21.3,20.1,2234,24.4,1023
133,대전,2018-08-27,23.6,20.4,1,25.6,1529
133,대전,2018-08-28,26.1,23.9,601,29.3,1720
133,대전,2018-08-29,27.7,23.9,558,32.2,1452
133,대전,2018-08-30,25.9,24.4,2333,28.8,1340
133,대전,2018-08-31,22.2,19.5,626,25.7,1708
133,대전,2018-09-01,24.4,20.6,601,29.5,1534
133,대전,2018-09-02,24,19.2,623,29,1423
133,대전,2018-09-03,24.4,22.6,521,29.8,1317
133,대전,2018-09-04,23.9,21,2348,28.2,1510
133,대전,2018-09-05,23.9,19.2,614,28.6,1427
133,대전,2018-09-06,23.7,20.8,517,27,1315
133,대전,2018-09-07,22,18.9,2356,25.7,1406
133,대전,2018-09-08,20.8,14.6,636,26.7,1513
133,대전,2018-09-09,21.9,15.8,604,28.2,1623
133,대전,2018-09-10,22.1,17.6,621,27.5,1518
133,대전,2018-09-11,20.7,15.9,559,24.9,1216
133,대전,2018-09-12,22.3,15.5,615,28,1354
133,대전,2018-09-13,21.6,20.3,558,24.4,1621
133,대전,2018-09-14,21.9,20.1,353,23.1,1422
133,대전,2018-09-15,22.6,21.1,746,24.2,1314
133,대전,2018-09-16,22.6,20.8,2310,25.5,1209
133,대전,2018-09-17,22.7,19.3,2343,27.7,1446
133,대전,2018-09-18,21.8,16.5,620,28.1,1514
133,대전,2018-09-19,21.4,17.1,502,25.3,1440
133,대전,2018-09-20,21,19.1,824,22,1159
133,대전,2018-09-21,19.7,18.9,509,20.8,1614
133,대전,2018-09-22,20.9,16.3,2354,26.1,1513
133,대전,2018-09-23,18.9,14.9,316,25.3,1538
133,대전,2018-09-24,16.9,13,2350,22.7,1459
133,대전,2018-09-25,17.4,9.9,622,24.1,1458
133,대전,2018-09-26,18.7,15.4,606,23.5,1456
133,대전,2018-09-27,18.6,12.6,628,24.7,1510
133,대전,2018-09-28,17.6,13,622,21,1441
133,대전,2018-09-29,20,13.7,617,25.8,1426
133,대전,2018-09-30,18.6,14.6,2317,24.8,1305
133,대전,2018-10-01,15.5,12,627,19.6,1447
133,대전,2018-10-02,15.8,10.6,624,22.1,1441
133,대전,2018-10-03,16,10.1,602,22.9,1503
133,대전,2018-10-04,19.1,11.8,626,25.6,1525
133,대전,2018-10-05,17.8,16.4,614,19.7,1
133,대전,2018-10-06,17.9,17.1,250,20.5,1421
133,대전,2018-10-07,17.2,12.3,2354,23.2,1438
133,대전,2018-10-08,13.8,9,640,20.4,1405
